title,nhan_that,du_doan,confidence,loai_loi,nguyen_nhan,desc_100
"Lập trình viên Automation (Python, JavaScript, English)",Other IT Role,AI Engineer,-0.5953258257792755,FP/FN,Other IT Role quá rộng,job description tham gia lập trình và phát triển các công cụ/ giải pháp tự động hóa phục vụ cho các dự án. làm việc trực
Java Software Engineer,Other IT Role,Software Engineer,0.2942847148258638,FP/FN,Other IT Role quá rộng,location hcm dn hn open position 05 qualification requirements at least 3 years of experience as java developer understa
Software Engineer (Back-End),Backend Developer,Software Engineer,0.1265945472137544,FP/FN,Chồng lấp ngữ nghĩa,what you will be doing developing a clean and maintainable code using software engineering best practices and modern pla
Kỹ Sư Cơ Khí,Other IT Role,Embedded Engineer,-0.06338979694348335,FP/FN,Other IT Role quá rộng,mô tả công việc thiết kế và lập trình các chương trình điều khiển cho máy móc thiết bị tự động hóa trong lĩnh vực cơ khí
Senior Java Developer,Backend Developer,Java Developer,0.3874886840890053,FP/FN,Chồng lấp ngữ nghĩa,mô tả công việc tham gia phát triển các dự án mảng tài chính số viettel pay ví cá nhân ví doanh nghiệp ... . cung cấp sả
"Web Developer (Pass Phỏng Vấn, Đi Làm Luôn)",Frontend Developer,Other IT Role,0.13525426151194325,FP/FN,Other IT Role quá rộng,mô tả công việc xây dựng thiết kế website trên nền tảng mã nguồn wordpress. sử dụng công cụ elementor để thiết kế và chỉ
"CHUYÊN VIÊN CAO CẤP LẬP TRÌNH (JAVA, SPRING)",Software Engineer,Backend Developer,-0.49878620107440214,FP/FN,Chồng lấp ngữ nghĩa,bộ phận đổi mới sáng tạo công nghệ user innovation báo cáo giám đốc công nghệ công việc chính tối ưu hóa và đảm bảo tính
Bridge & Lead Software Engineer (Cloud & Client App),Other IT Role,Software Engineer,0.001608538764290235,FP/FN,Other IT Role quá rộng,fujifilm business innovation is strengthening the development of cloud service and software to transform to a solution s
Quality Control Lead,Other IT Role,QA Engineer,-0.3434262882091281,FP/FN,Other IT Role quá rộng,top 3 reasons to join us the world of passion challenge innovation we re a family of young souls united by talents passi
Systems Architect (Hybrid/Fully Remote),Other IT Role,Backend Developer,-0.08612604935986379,FP/FN,Other IT Role quá rộng,playstudios is seeking a systems architect to design and implement robust technical solutions that support our suite of 
"Software Engineer II, TransferConnect",Software Engineer,Backend Developer,-0.31858244347410414,FP/FN,Chồng lấp ngữ nghĩa,nice to meet you we are ascenda ascenda provides the rewards infrastructure for leading financial services brands across
"Senior Backend Engineer (Microservice, AWS)",Other IT Role,Backend Developer,0.5555888665717789,FP/FN,Other IT Role quá rộng,about our team our team is responsible for creating a brand new suite of digital financial platforms and apps that are h
Java/Golang/Angular Developer (Middle/ Senior),Other IT Role,Backend Developer,-0.5166378933957176,FP/FN,Other IT Role quá rộng,we are looking for a java/ golang/ angular developer to be part of our expanding team. your main goal is to develop prod
"Senior Software Engineer (Node.JS, Python & AWS cloud)",Software Engineer,Full-stack Developer,-0.584682564255919,FP/FN,Thiếu tín hiệu đặc trưng,your brilliant future in tech is now welcome to the world of zoi. we are those who build the digital evolution of our en
Generative AI Engineer,Other IT Role,AI Engineer,0.1295114996694946,FP/FN,Other IT Role quá rộng,we are currently looking for a passionate and skilled ai/ml engineer to join our team for an exciting engagement with on
AI Backend Developer,Other IT Role,Backend Developer,-0.3935005564829275,FP/FN,Other IT Role quá rộng,we are seeking an experienced ai backend developer with over 5 years of experience in designing implementing and optimiz
FRESHER JAVA DEVELOPER,Other IT Role,Backend Developer,-0.4098609265511147,FP/FN,Other IT Role quá rộng,tps software is looking for enthusiastic and talented fresher java developers to join our dynamic team. you ll be part o
QA Engineer,QA Engineer,Game Developer,0.07294373865819492,FP/FN,Thiếu tín hiệu đặc trưng,gamota là một trong những nhà phát hành game mobile hàng đầu tại thị trường việt nam với hơn 35 triệu khách hàng hơn 10 
"Team Leader, Back-End Developer (Golang)",Backend Developer,Other IT Role,-0.31390354893450595,FP/FN,Other IT Role quá rộng,design develop and maintain robust and scalable backend systems using golang. collaborate with front end developers and 
"Full Stack Developer (.NET, ReactJS)",Other IT Role,Full-stack Developer,0.7809601327806468,FP/FN,Other IT Role quá rộng,join aperia solutions a leader in saas solutions for the payments and compliance industries. aperia is a texas based fin
Data Scientist (Image & Generative AI),Other IT Role,AI Engineer,-0.5638713062421131,FP/FN,Other IT Role quá rộng,job description analyze and understand new data requirements related to image processing. assist in designing and buildi
Senior Software Engineer,Software Engineer,Other IT Role,0.0037952956889575895,FP/FN,Other IT Role quá rộng,take the clearer route to smart career growth. at clearer.io we re reimagining ecommerce by enhancing search discovery a
Lead Java Developer,Other IT Role,Java Developer,-0.3130298886095002,FP/FN,Other IT Role quá rộng,your job responsibilities provide hands on leadership to the design development and deployment of technical solutions co
Back-End & DevOps Developer (XR Interactive App),Other IT Role,Backend Developer,0.08838085758758218,FP/FN,Other IT Role quá rộng,about the role we are building an emotionally intelligent xr application that blends immersive tech with affective ai. w
Developer (BA),Other IT Role,Business Analyst,-0.41043022723305034,FP/FN,Other IT Role quá rộng,mô tả công việc 1. hỗ trợ vận hành và giám sát hệ thống vận hành giám sát và đảm bảo hoạt động ổn định của các hệ thống 
Senior Java Developer,Backend Developer,Software Engineer,-0.06426918426736505,FP/FN,Chồng lấp ngữ nghĩa,mô tả công việc xây dựng và phát triển sản phẩm mới tập trung vào các giải pháp đột phá trong lĩnh vực chính phủ doanh n
(Senior) Java Developer (Integration),Java Developer,Data Engineer,-0.5034181099643252,FP/FN,Thiếu tín hiệu đặc trưng,ceva logistics provides global supply chain solutions to connect people products and providers all around the world. pre
COBOL Developer (Fresher),Other IT Role,Software Developer,-0.44467389826042303,FP/FN,Other IT Role quá rộng,overview are you female students eager to dive into the tech world our cobol decp program dxc early career professional 
"Junior Java Developer (SQL, Spring)",Backend Developer,Java Developer,-0.11634781627049473,FP/FN,Chồng lấp ngữ nghĩa,top 3 reasons to join us nền tảng cơ sở vững chắc đội ngũ nhân lực chuyên nghiệp môi trường làm việc thân thiện tiềm năn
Senior Developer (Java),Backend Developer,Other IT Role,-0.5635399844899815,FP/FN,Other IT Role quá rộng,company description technology is our how. and people are our why. for over two decades we have been harnessing technolo
Embedded Software Engineer (Junior/Middle/Senior),Other IT Role,Embedded Engineer,0.172814868816628,FP/FN,Other IT Role quá rộng,our company we re hitachi digital services a global digital solutions and transformation business. our expertise innovat
Android Engineer,Mobile Developer,Other IT Role,-0.3502124773643666,FP/FN,Other IT Role quá rộng,as an android software engineer you will work on building scalable high performance applications with a focus on perform
Senior Web Developer (PHP/Python/JavaScript),Other IT Role,Backend Developer,-0.6559303552417317,FP/FN,Other IT Role quá rộng,about us rakumo co. ltd is a 100 japanese owned company specializing in web design web applications and mobile applicati
AI Developer Experience Lead,AI Engineer,Other IT Role,-0.08348321242747253,FP/FN,Other IT Role quá rộng,at ol vietnam we have worked alongside our parent company orange logic llc to support some of the world s largest enterp
Java Engineer- Compliance,Backend Developer,Other IT Role,-0.5715185165698844,FP/FN,Other IT Role quá rộng,binance is a leading global blockchain ecosystem behind the world s largest cryptocurrency exchange by trading volume an
"Middle/Senior C# Developer (WPF, English) - Up to 3200$",Backend Developer,Java Developer,-0.043665472342978795,FP/FN,Chồng lấp ngữ nghĩa,rakuten fintech vietnam co. ltd. is the company which was established in 2021 and the subsidiary of rakuten card which i
Senior Software Development Engineer (VN),Software Engineer,Backend Developer,-0.10012222684558059,FP/FN,Chồng lấp ngữ nghĩa,at at dawn technologies our culture is built around openness innovation and excellence. we foster an open environment wh
Senior Java Developer (HCM),Backend Developer,Software Engineer,-0.30174930856050375,FP/FN,Chồng lấp ngữ nghĩa,job description work as software developer on the web based application product in java related and open source technolo
Senior Automation Engineer,Other IT Role,QA Engineer,-0.3490630443597703,FP/FN,Other IT Role quá rộng,about timo everybody dreams of being rich er and fears being poor. timo supports you in achieving this dream. financiall
Java Engineer,Other IT Role,Software Engineer,-0.5747218454989276,FP/FN,Other IT Role quá rộng,your responsibilities participate in innovative software development life cycle using agile methodologies adhere to the 
Technical Art Lead,Other IT Role,Game Developer,-0.14281895716732362,FP/FN,Other IT Role quá rộng,summary technical artist will develop and maintain robust art pipelines custom tools shaders and visual effects for ultr
Developer (BA),Other IT Role,Business Analyst,-0.41043022723305034,FP/FN,Other IT Role quá rộng,mô tả công việc 1. hỗ trợ vận hành và giám sát hệ thống vận hành giám sát và đảm bảo hoạt động ổn định của các hệ thống 
Software Internship,Software Engineer,Other IT Role,-0.06749192576473276,FP/FN,Other IT Role quá rộng,chương trình tuyển dụng và đào tạo tài năng trẻ khối ngành công nghệ thông tin từ một trong những công ty hàng đầu lĩnh 
Data Engineer Intern,Other IT Role,Data Engineer,0.12210010929834536,FP/FN,Other IT Role quá rộng,schaeffler is a dynamic global technology company and its success has been a result of its entrepreneurial spirit and lo
Middle Ruby On Rails,Other IT Role,Backend Developer,-0.1493443363748691,FP/FN,Other IT Role quá rộng,mô tả công việc participate in the development and maintenance of web applications based on ruby on rails. participating
QC Engineer (Fresher/Junior),Other IT Role,QA Engineer,-0.22380171177927433,FP/FN,Other IT Role quá rộng,who are we amaris consulting is an independent technology consulting firm providing guidance and solutions to businesses
Python Developer,Backend Developer,Other IT Role,-0.33495464205860354,FP/FN,Other IT Role quá rộng,job backend lead python react.js/next.js location hcmc key responsibilities lead the technical direction of projects by 
"Automation Software Engineer (Python, JavaScript, C#)",Other IT Role,QA Engineer,-0.10170655996957523,FP/FN,Other IT Role quá rộng,we are seeking a dynamic and motivated automated test engineer to develop and execute automated tests for our software a
"PHP Web Application Developer (net salary $900-$1,500)",Other IT Role,Backend Developer,-0.3389902268765469,FP/FN,Other IT Role quá rộng,we are looking for a proactive and skilled php laravel developer to join our growing team. you will play a key role in d
"Thực Tập Sinh PHP (Sinh Viên Năm Cuối, Backend)",Backend Developer,Other IT Role,-0.5026963941061083,FP/FN,Other IT Role quá rộng,mô tả công việc lịch phỏng vấn dự kiến từ ngày 01/07/2025 trở đi quy trình tuyển dụng test chuyên môn phỏng vấn trực tiế
Automation Specialist (Fullstack),Other IT Role,Full-stack Developer,0.0760119757690696,FP/FN,Other IT Role quá rộng,top 3 reasons to join us friendly international environment passionate colleagues competitive salary job description are
DEV-OPS ENGINEER,DevOps Engineer,Other IT Role,-0.45801675343519854,FP/FN,Other IT Role quá rộng,mô tả công việc thiết kế triển khai và bảo trì các pipeline ci / cd cho các ứng dụng của chúng tôi bao gồm triển khai tự
Java Software Engineer,Backend Developer,Software Engineer,0.18224944430875123,FP/FN,Chồng lấp ngữ nghĩa,job description work in a team of engineers to implement backend services in the platform build service definitions open
Kỹ Sư Phát Triển Phần Mềm,Embedded Engineer,Software Engineer,0.11711534359323483,FP/FN,Thiếu tín hiệu đặc trưng,mô tả công việc tham gia và được đào tạo trong quá trình nghiên cứu phát triển sản phẩm điện tử trên ô tô phát triển mcu
Java Developer,Java Developer,Backend Developer,-0.18056483825742065,FP/FN,Chồng lấp ngữ nghĩa,mô tả công việc develop minor and simple components or modules of the products use common development tools such as comp
Fullstack Developer,Other IT Role,Full-stack Developer,0.7917147772763387,FP/FN,Other IT Role quá rộng,mô tả công việc collaborate with the software development team to define project scopes and scales. design robust softwa
Kỹ Sư PLC_Không Yêu Cầu Kinh Nghiệm,Other IT Role,Embedded Engineer,0.6872792867718702,FP/FN,Other IT Role quá rộng,mô tả công việc mô phỏng lập trình chạy thử hệ thống tự động hóa tích hợp plc siemens robot công nghiệp abb và các thiết
Lead Software Engineer (ReactJS/ SIGN-ON BONUS),Other IT Role,Frontend Developer,-0.3248611519725083,FP/FN,Other IT Role quá rộng,top 3 reasons to join us sign on bonus 40m a rewarded danang trip attractive package dedication bonus hybrid and flexibl
[HN] Automation test - English Fluency,Other IT Role,QA Engineer,-0.3326232103435587,FP/FN,Other IT Role quá rộng,what we do participate in testing and automation test of diverse software and systems across a wide range of domains dev
Generative AI Engineer,Other IT Role,AI Engineer,0.8650112522958175,FP/FN,Other IT Role quá rộng,1.mô tả công việc nghiên cứu thử nghiệm và triển khai các mô hình generative ai ứng dụng trong bài toán rag agents và ai
Senior Java Software Engineer,Software Engineer,Other IT Role,-0.5317503792336657,FP/FN,Other IT Role quá rộng,company description kms technology was established in 2009 as a u.s. based software services company. with development c
Junior Dev Odoo,Backend Developer,Other IT Role,-0.1814145168791103,FP/FN,Other IT Role quá rộng,tham gia trực tiếp vào team dự án phát triển và triển khai hệ thống odoo nội bộ và cho các khách hàng công việc cụ thể +
"[Remote] Senior/Team Lead PHP Developer (Zend, Laravel)",Backend Developer,Full-stack Developer,-0.5126351504522733,FP/FN,Thiếu tín hiệu đặc trưng,top 3 reasons to join us attractive salary benefits hybrid working technical training sessions internal external pvi hea
ML Ops Co-Founders Wanted | Experts in Machine Learning Infrastructure & Automation,Other IT Role,DevOps Engineer,-0.2045137792415883,FP/FN,Other IT Role quá rộng,about antler we are a global early stage investment firm that invests in startups from day zero. we provide funding ment
"IT Team Leader (Java Spring Boot, ReactJS)",Other IT Role,Full-stack Developer,-0.20580981906886253,FP/FN,Other IT Role quá rộng,top 3 reasons to join us mức lương hấp dẫn dự án và công nghệ thử thách thú vị môi trường làm việc năng động tự do sáng 
"Big Data Engineer (Java, Scala, SQL)",Other IT Role,Data Engineer,-0.10507099956407762,FP/FN,Other IT Role quá rộng,top 3 reasons to join us dẫn đầu thị trường cơ hội thử thách và phát triển bản thân môi trường làm việc năng động job de
SQL Developer (Oracle – Middle/Senior),Other IT Role,Data Engineer,-0.5147475891132642,FP/FN,Other IT Role quá rộng,mô tả công việc phát triển và tối ưu các truy vấn sql stored procedures packages trên oracle. thực hiện etl xử lý dữ liệ
Senior .Net Developer,Other IT Role,Backend Developer,-0.2549293898171645,FP/FN,Other IT Role quá rộng,1. nội dung công việc xây dựng các ứng dụng phục vụ công việc tại công ty bao gồm xây dựng và nâng cấp các phần mềm cho 
Chuyên viên Triển khai và hỗ trợ phần mềm y tế (SQL),Other IT Role,Software Engineer,-0.3352865841070649,FP/FN,Other IT Role quá rộng,tham gia triển khai và hỗ trợ cài đặt phần mềm y tế trong hệ thống sản phẩm của công ty tiếp nhận các yêu cầu của khách 
Server Developer (C Language),Backend Developer,Other IT Role,-0.1082136803324438,FP/FN,Other IT Role quá rộng,mô tả công việc develop server side systems using unix/linux c programming within the kiwoom platform utilizing cisam ip
Deputy head of Data Services development,Other IT Role,Data Engineer,-0.16854886753929,FP/FN,Other IT Role quá rộng,lynkid is a pioneering fintech company specializing in customer loyalty services and data integration under a leading fi
[HN_Hybrid]_Java Engineer (English Fluency),Other IT Role,Backend Developer,-0.5366019536443767,FP/FN,Other IT Role quá rộng,what we do at sun asterisk we build cutting edge high performance systems to tackle complex challenges. as a developer y
Progress OpenEdge Software Developer,Other IT Role,Software Engineer,-0.588749574014721,FP/FN,Other IT Role quá rộng,progress openedge developer 100 remote work position position overview as a progress openedge developer you will work wi
"System Engineer (Embedded, Linux)",Other IT Role,Embedded Engineer,-0.0860231111862495,FP/FN,Other IT Role quá rộng,top 3 reasons to join us attractive salary benefit yearly performance bonus 2 times/year premium health insurance job de
MIDDLE JAVA DEVELOPER,Java Developer,Backend Developer,-0.2668856267333426,FP/FN,Chồng lấp ngữ nghĩa,mô tả công việc phát triển và vận hành các tính năng trong hệ sinh thái ứng dụng youmed. phối hợp chặt chẽ với khách hàn
Binance Accelerator Program - Backend Engineer (Content),Other IT Role,Backend Developer,-0.5632587475284606,FP/FN,Other IT Role quá rộng,binance is the global blockchain company behind the world s largest digital asset exchange by trading volume and users s
Automation QA Engineer,Other IT Role,QA Engineer,0.1636743407668917,FP/FN,Other IT Role quá rộng,top 3 reasons to join us 1. lộ trình phát triển sự nghiệp đa chiều 2. cơ hội đào tạo công tác tại nhật singapore mỹ.. 3.
Software Engineer II (Front End),Frontend Developer,Software Engineer,0.23449079717865007,FP/FN,Thiếu tín hiệu đặc trưng,about us wati is the world s leading whatsapp first conversational growth platform empowering businesses to build deeper
"Mobile Technical Lead (iOS, Android, Kotlin, Swift)",Mobile Developer,Other IT Role,-0.09681516722302816,FP/FN,Other IT Role quá rộng,are you an experienced mobile technical lead looking for your next career move do you have a background in design archit
"Lập Trình Viên C, C++",Software Engineer,Other IT Role,-0.3474902505662108,FP/FN,Other IT Role quá rộng,làm việc tại kobe nhật bản đối tượng nhận ứng viên từ việt nam sang nhật hoặc đang sinh sống và làm việc tại nhật lập tr
Backend/ Cloud Engineer,Other IT Role,Backend Developer,-0.5885955097063617,FP/FN,Other IT Role quá rộng,top 3 reasons to join us lộ trình phát triển sự nghiệp đa chiều cơ hội đào tạo công tác tại nhật singapore mỹ.. mức lươn
DevOps Engineer Intern,Other IT Role,DevOps Engineer,-0.30499069556962943,FP/FN,Other IT Role quá rộng,kms technology was established in 2009 as a u.s. based software services company. with development centers in vietnam an
Senior Java Developer,Backend Developer,Java Developer,0.3874886840890053,FP/FN,Chồng lấp ngữ nghĩa,mô tả công việc tham gia phát triển các dự án mảng tài chính số viettel pay ví cá nhân ví doanh nghiệp ... . cung cấp sả
Kotlin Developer (Fresher),Other IT Role,Mobile Developer,-0.3597736923741357,FP/FN,Other IT Role quá rộng,mô tả công việc develop and integrate kotlin multiplatform modules targeting android and ios design and implement clean 
Kỹ Sư Lập Trình C,Backend Developer,Software Engineer,-0.3609909211375063,FP/FN,Chồng lấp ngữ nghĩa,tham gia từ giai đoạn thiết kế đến triển khai sản phẩm của siêu dự án phát triển phần mềm cad cho khách hàng nhật bản. d
DEV-OPS ENGINEER,DevOps Engineer,Other IT Role,-0.44443767826616165,FP/FN,Other IT Role quá rộng,thiết kế triển khai và bảo trì các pipeline ci / cd cho các ứng dụng của chúng tôi bao gồm triển khai tự động kiểm thử t
Unity Developer,Game Developer,Other IT Role,-0.40984827619291014,FP/FN,Other IT Role quá rộng,mô tả công việc chịu trách nhiệm xây dựng hệ thống và phát triển các dự án mobile game bằng unity trên android ios dòng 
Senior Golang Developer,Backend Developer,Other IT Role,-0.38925155639159026,FP/FN,Other IT Role quá rộng,about us at our company we re a team that is hardworking logical and fast to execute. we don t care what your degree is.
HCM-REQ Senior NodeJS,Backend Developer,Other IT Role,-0.29319010487684183,FP/FN,Other IT Role quá rộng,job description developing and maintaining all server side network components. ensuring optimal performance of the centr
Computer Vision Engineer,Other IT Role,AI Engineer,-0.030585132643497825,FP/FN,Other IT Role quá rộng,aimesoft là nơi quy tụ những chuyên gia ứng dụng ai nhằm giải quyết những vấn đề thực tiễn. sứ mệnh của aimesoft là đồng
"Automation Tester (QA QC, Tester, English)",Other IT Role,QA Engineer,0.3225742802178473,FP/FN,Other IT Role quá rộng,top 3 reasons to join us 1. international professional working environment 2. opportunities to travel to europe for trai
Senior React Native Good English,Frontend Developer,Mobile Developer,0.5127030756724416,FP/FN,Thiếu tín hiệu đặc trưng,mô tả công việc build pixel perfect buttery smooth uis across both mobile platforms. leverage native apis for deep integ
Generative AI Engineer,Other IT Role,AI Engineer,-0.5089146094624145,FP/FN,Other IT Role quá rộng,activefence is the leading tool stack for trust safety teams worldwide. by relying on activefence s end to end solution 
Nhân Viên Wordpress Developer,Other IT Role,Frontend Developer,-0.15013540573045303,FP/FN,Other IT Role quá rộng,mô tả công việc tham gia xây dựng hệ thống website lập trình web dựa trên mã nguồn wordpress. có kinh nghiệm về ui/ux xâ
Fresher Automation Test Engineer (QA/QC/Tester),Software Engineer,QA Engineer,-0.18087946095960294,FP/FN,Thiếu tín hiệu đặc trưng,company description kms technology was established in 2009 as a u.s. based software services company. with development c
Middle Java Developer,Java Developer,Backend Developer,-0.23103694653274354,FP/FN,Chồng lấp ngữ nghĩa,mô tả công việc phát triển và maintain các hệ thống của kh trên mô hình spring mvc. hiểu biết về hệ quản trị dữ liệu ora
